10,1757
20,4843
30,8045
40,11333
50,14273
60,18663
70,22281
80,25727
90,28907
100,32461
200,72671
300,118693
400,171377
500,211789
600,265866
700,317519
800,383737
900,414969
1000,465719
2000,994033
3000,1570537
4000,2182354
5000,2811857
6000,3340136
7000,4057537
8000,4514123
9000,5237496
10000,5818018
20000,12565783
30000,19581175
40000,26849312
50000,33592202
60000,40847615
70000,49502371
80000,57237892
90000,64325334
100000,71180089
