10,3229
20,9923
30,17818
40,24293
50,42277
60,55845
70,59778
80,57017
90,84827
100,92716
200,311707
300,623408
400,993115
500,1394558
600,1718508
700,2487606
800,3257524
900,4470758
1000,4824835
2000,17282936
3000,41038927
4000,66514746
5000,113887060
6000,155622077
7000,227393199
8000,292783489
9000,371459877
10000,441206551
