10,0.003
20,0.005
30,0.007
40,0.01
50,0.012
60,0.016
70,0.019
80,0.022
90,0.024
100,0.027
200,0.071
300,0.109
400,0.154
500,0.2
600,0.244
700,0.285
800,0.348
900,0.399
1000,0.41
2000,0.88
3000,1.41
4000,1.94
5000,2.5
6000,3.0
7000,3.65
8000,4.07
9000,4.74
10000,5.25
20000,11.67
30000,18.88
40000,27.11
50000,34.3
60000,41.7
70000,50.91
80000,58.57
90000,65.77
100000,73.82
